Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
33a9dd84-064e-baf1-022f-6a9b4d844e55,2008-08-04,2024-02-18,999-36-7415,,,,Wilmer32,Marco578,Lynch190,,,,white,nonhispanic,M,Topsfield  Massachusetts  US,522 Towne Landing Suite 38,Somerset,Massachusetts,Bristol County,25005,02726,41.734165792114325,-71.2342565885776,41016.63,2817.40,100733
6d28d759-3442-767b-beb1-ee2905629f2e,2005-07-09,,999-51-9368,S99944901,X85604645X,Mr.,Theo630,Alden634,DuBuque211,,,,white,nonhispanic,M,Lowell  Massachusetts  US,665 Rogahn Landing Unit 30,Framingham,Massachusetts,Middlesex County,25017,01702,42.30517827493849,-71.43768479431675,88169.50,45427.65,42921
cc29c4a7-5a6e-6f03-d6c1-93a38b3b1698,1963-08-10,,999-15-6766,S99991777,X78474512X,Mr.,Fred155,Royce974,Gottlieb798,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,252 Bergstrom Neck Unit 9,Lynn,Massachusetts,Essex County,25009,01940,42.46586908181572,-70.9889663813772,128470.67,47773.20,78522
b3192b67-5e0a-8f65-1b5a-4c6e8da62513,2008-08-04,,999-14-4324,S99914599,,,Ezekiel373,,Monahan736,,,,white,nonhispanic,M,Acton  Massachusetts  US,426 Haley Avenue Apt 27,Somerset,Massachusetts,Bristol County,25005,02725,41.67216181286734,-71.16238943730237,65532.59,10735.07,100733
da034a33-de36-99bb-add6-d82db2020263,2008-08-23,,999-67-6150,S99911260,,,Rogelio17,,Rodriguez71,,,,white,nonhispanic,M,Marlborough  Massachusetts  US,612 Mohr Forge,Worcester,Massachusetts,Worcester County,25027,01603,42.29716728869097,-71.82172561072687,3348.66,46731.76,9623
7a6f86d2-3055-583e-e239-327a05f2f03b,1920-06-11,2005-07-11,999-81-5270,S99919735,X67683699X,Ms.,William805,Juliet585,Hartmann983,,,S,asian,hispanic,F,Salem  Massachusetts  US,615 Carter Green,Winthrop,Massachusetts,Suffolk County,25025,02128,42.34644607831369,-70.95018144384325,1237197.83,382319.11,48935
ed887858-f08a-fb46-1ecf-bb510a442c89,1926-02-15,,999-39-5758,S99973289,X80297139X,Mr.,Lloyd546,,Daniel959,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,939 Nienow Grove Unit 20,Brookline,Massachusetts,Norfolk County,25017,02467,42.3394654333213,-71.1325842737839,24910.11,800400.43,16390
64b00e2b-3bd1-1c30-eb53-8002000ae283,1999-07-18,,999-99-8554,S99980850,X3110009X,Mr.,Kim439,Reggie481,Lebsack687,,,,white,nonhispanic,M,Arlington  Massachusetts  US,1006 Schiller Throughway,Hanson,Massachusetts,Plymouth County,25023,02341,42.04918591108439,-70.83682714155925,74101.03,12055.56,39467
5cf9cc98-3a3e-f5b6-e7d5-ec75c7b34622,1975-12-11,,999-62-1971,S99945509,X57932859X,Ms.,Nola814,,Quitzon246,,,S,white,hispanic,F,Medford  Massachusetts  US,371 Schneider Avenue,Watertown,Massachusetts,Middlesex County,25017,02472,42.40633193667602,-71.18914600764107,179468.82,510676.20,674569
dc5749e0-496b-30f9-6511-bb6297b7399b,1920-09-03,2016-02-18,999-65-7042,S99999484,X79902909X,Mr.,Kasey569,Ronnie7,Rice937,,,M,white,nonhispanic,M,Wellesley  Massachusetts  US,704 Mohr Dam,Stoughton,Massachusetts,Norfolk County,,00000,42.07372223652506,-71.12811487267419,170593.39,993482.31,147013
f90a7451-cb76-ee39-c23b-abe81d290582,2001-11-18,,999-26-8793,S99917854,X10155693X,Ms.,Melodee943,,Hamill307,,,,white,nonhispanic,F,Orleans  Massachusetts  US,679 Rau Key Unit 45,Lawrence,Massachusetts,Essex County,25009,01841,42.72831887120887,-71.13208648595361,7678.36,125893.55,9115
1bc5b187-3644-da5c-8a52-6d9454baa5b6,1920-06-11,,999-50-4652,S99930989,X86027175X,Mrs.,Etha376,Arlyne429,Schmeler639,,Larson43,M,asian,hispanic,F,Holyoke  Massachusetts  US,683 Stehr Burg Apt 40,Winthrop,Massachusetts,Suffolk County,25025,02152,42.35733029065354,-70.932157507979,792292.43,365028.22,48935
e34068e8-5d4b-4c24-6a28-3cca44a72f4d,1955-10-18,2013-12-24,999-18-5260,S99993065,X28665392X,Mrs.,Lavelle273,Annamarie398,Smitham825,,Boehm581,M,white,nonhispanic,F,Boylston  Massachusetts  US,270 Mosciski Annex Unit 34,Carver,Massachusetts,Plymouth County,,00000,41.85655875098285,-70.79494137318976,251928.80,654409.31,146634
9830a631-f82a-f160-82b8-f6e32597cb5f,2008-09-06,,999-72-2104,S99913926,,,Candi549,Susy776,Kihn564,,,,white,nonhispanic,F,Boston  Massachusetts  US,977 Bauch Plaza Suite 31,Attleboro,Massachusetts,Bristol County,44007,02861,41.884769340626825,-71.29120990955653,43977.70,2185.83,88708
6e80d22a-7424-49ef-c3b0-f4c2b2351d56,1915-10-14,1993-04-09,999-42-3341,S99945240,X48126658X,Ms.,Mafalda94,Roselle682,Ortiz186,,,S,white,nonhispanic,F,Brockton  Massachusetts  US,639 Ruecker Byway,Belchertown,Massachusetts,Hampshire County,25015,01007,42.241369859977006,-72.43709528195711,235991.72,944741.54,141766
8bd12544-592f-37f1-12e7-8934b4699acc,2000-12-23,,999-97-1286,S99942302,X34081854X,Ms.,Jada948,Verdell500,Stanton715,,,,white,nonhispanic,F,Stoughton  Massachusetts  US,1015 Cruickshank Rapid,New Bedford,Massachusetts,Bristol County,25005,02747,41.65495391974584,-70.99593936255997,111069.43,508287.98,96086
e7bb24b8-8627-c3e2-f428-373a6bfe1691,1971-10-19,,999-51-2192,S99973378,X13272649X,Mr.,Gilbert263,Marlin805,Kshlerin58,,,W,asian,nonhispanic,M,Canton  Massachusetts  US,631 Turner Grove,Boston,Massachusetts,Suffolk County,25025,02134,42.34647670432185,-71.1517487548617,243513.18,913892.73,152121
0f152ea2-f298-31da-279a-e31d3231338c,1971-03-02,,999-75-1273,S99992074,X42323697X,Mr.,Jerome176,Williams176,Cruickshank494,,,M,white,nonhispanic,M,Easthampton  Massachusetts  US,955 Keebler Camp,Billerica,Massachusetts,Middlesex County,,00000,42.57234433665694,-71.25159804541842,10333.91,135184.00,22491
c2d4964c-b9a9-6004-9e4d-ff75325d2a5e,1955-10-18,2000-07-30,999-11-2770,S99999373,X50185548X,Ms.,Crysta430,Alix578,Sauer652,,,S,white,nonhispanic,F,Marlborough  Massachusetts  US,1066 Hagenes Knoll,Carver,Massachusetts,Plymouth County,,00000,41.919408466592,-70.74203199510998,229270.52,652940.04,146634
dd2b4b1e-39c3-ccb0-9ba4-0c9a785ad515,2001-05-31,,999-37-5660,S99942985,X42802514X,Ms.,Vernell410,Nadia817,McCullough561,,,,black,nonhispanic,F,Marlborough  Massachusetts  US,670 Rippin View,Boston,Massachusetts,Suffolk County,25025,02128,42.30442562434938,-71.10878309555949,7099.52,385699.58,20054
22589c69-b8a4-8125-0ce7-be9e06f84969,2018-09-21,,999-98-2240,,,,Lucilla742,Zella14,Mitchell808,,,,white,nonhispanic,F,Quincy  Massachusetts  US,707 Hilll Stravenue,Pinehurst,Massachusetts,Middlesex County,25017,01866,42.503611187521194,-71.24086416434214,14887.51,12887.67,53926
9f24de41-30dd-feee-526a-775bf47709da,1920-09-03,1989-11-25,999-67-1544,S99932935,X15993951X,Mr.,Jeffery551,Issac619,Rempel203,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,935 Runte Harbor Apt 80,Stoughton,Massachusetts,Norfolk County,,00000,42.10754412905505,-71.14532118474149,178454.46,282079.68,147013
2bd16c4e-a81c-60e4-4ca0-6c53de6c2133,1969-01-08,,999-36-8715,S99963525,X79840362X,Ms.,France571,,Sipes176,,,S,asian,nonhispanic,F,Sharon  Massachusetts  US,310 Green Parade,Newton,Massachusetts,Middlesex County,25017,02472,42.36151887387234,-71.27292777910047,200714.67,948318.77,618114
dc303e36-69d9-4b9c-e116-6a851b37fd34,1968-03-06,,999-20-5290,S99994966,X27350981X,Ms.,Cythia210,,Maggio310,,,S,white,nonhispanic,F,Berkley  Massachusetts  US,503 Heathcote Orchard,Quincy,Massachusetts,Norfolk County,25021,02171,42.26390249083772,-71.03264001007463,352139.57,626078.39,151270
1e7a7a08-8460-03a2-2fd0-953fed2be6da,2014-12-28,,999-14-4454,,,,Daryl568,Shane235,Mante251,,,,hawaiian,nonhispanic,M,Franklin  Massachusetts  US,356 Bashirian Green,Rutland,Massachusetts,Worcester County,25027,01543,42.40258938106538,-71.99390061798205,52305.76,0.00,75143
943fd84b-4ccc-932a-4918-9075899910ea,1964-01-27,,999-14-7812,S99977097,X18805443X,Mr.,Teodoro374,Roderick835,Schinner682,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,637 Bins Key Apt 30,Cambridge,Massachusetts,Middlesex County,25017,02472,42.38054739504788,-71.10936834714377,157537.69,142057.54,30530
97a482e9-fc9a-4618-ebb9-ad88715b368e,1977-12-20,,999-92-8799,S99958245,X44203466X,Mrs.,Inge747,Julianna856,Stracke611,,Reichel38,D,white,nonhispanic,F,Somerset  Massachusetts  US,743 Reinger Union,Plymouth,Massachusetts,Plymouth County,25023,02360,41.83840918947692,-70.62702580202652,437312.38,233087.35,110810
979bdc50-04e9-1575-2b14-f4303b7d87c9,1920-09-03,1980-07-15,999-91-3349,S99993005,X71790595X,Mr.,Alberto639,Brice635,Lindgren255,,,W,white,nonhispanic,M,Revere  Massachusetts  US,863 Smitham Common Unit 25,Stoughton,Massachusetts,Norfolk County,,00000,42.12426671929805,-71.1181521854184,26041.12,194580.67,147013
27089bf7-b089-d9ce-ce78-5defa64e82a0,1998-10-03,,999-97-8851,S99997563,X38475740X,Ms.,Cristi782,Jami235,Gislason620,,,,white,nonhispanic,F,Holyoke  Massachusetts  US,867 Nicolas Common,Lanesborough,Massachusetts,Berkshire County,,00000,42.50478664685917,-73.277811516014,90301.61,732541.47,47953
1409ace3-09ef-2a97-bcec-d36dabb54ed8,1951-08-03,,999-54-1878,S99980259,X68937358X,Mr.,Shelby741,Dewitt635,Doyle959,,,S,asian,nonhispanic,M,Tokyo  Tokyo  JP,704 Schmidt Plaza Apt 22,Woburn,Massachusetts,Middlesex County,25017,01801,42.482211704395986,-71.15857518043762,215307.10,635263.86,73411
c5162e49-1726-b798-378e-0b9a59f211cb,1999-03-08,,999-72-1419,S99956177,X8145710X,Ms.,Darcel357,,Shields502,,,,white,nonhispanic,F,Belmont  Massachusetts  US,759 McKenzie Run,Lynn,Massachusetts,Essex County,25009,01940,42.452883088711005,-70.95701992803498,142822.86,138615.40,952700
7df4f5c0-c309-c1e0-5134-66f69187f1b9,1920-09-03,1997-03-31,999-44-2922,S99987039,X2758589X,Mr.,Barry322,Shirley182,Schmidt332,,,M,white,nonhispanic,M,Boston  Massachusetts  US,973 Watsica Union,Stoughton,Massachusetts,Norfolk County,,00000,42.16554077090896,-71.13944233130867,158850.77,137859.18,147013
919e361e-6a4b-2ec5-b2a6-269899de15c8,1955-10-18,2013-06-30,999-19-1915,S99956712,X49277817X,Mrs.,Dorie139,Lettie611,Wolf938,,Bechtelar572,W,white,nonhispanic,F,South Yarmouth  Massachusetts  US,986 Schulist Route Suite 61,Carver,Massachusetts,Plymouth County,,00000,41.89641640493351,-70.70477857147209,313141.82,1152483.84,146634
cc6f2003-e51a-6a1b-aabf-9d423149e003,1920-09-03,2012-02-27,999-29-8290,S99926995,X41447164X,Mr.,Ismael683,,Bahringer146,,,M,white,nonhispanic,M,Templeton  Massachusetts  US,514 Dickinson Rapid Apt 56,Stoughton,Massachusetts,Norfolk County,,00000,42.103639322159,-71.08651291820563,198772.13,344513.82,147013
8a1ef72a-8558-2f19-8841-532851b06c8b,1922-02-09,,999-28-4784,S99931538,X69027118X,Mrs.,Niesha86,Stephane228,Purdy2,,Bartell116,W,white,nonhispanic,F,Seekonk  Massachusetts  US,715 Bartell Alley,Smith Mills,Massachusetts,Bristol County,,00000,41.59736764912998,-71.04626890139792,910949.28,1023871.76,85769
b0f6e34a-57a3-2d6d-fed4-cb7228760f18,1920-09-03,2007-09-25,999-42-8229,S99966826,X64674897X,Mr.,Vicente970,Ricardo560,Medhurst46,,,S,white,nonhispanic,M,Newton  Massachusetts  US,532 Kihn Park,Stoughton,Massachusetts,Norfolk County,,00000,42.10479317450416,-71.05710511191445,153998.84,191030.49,147013
be059818-0f7f-b431-ae74-52af6b1a7e20,1915-10-14,1989-07-18,999-72-8124,S99998769,X77273659X,Mrs.,Kemberly945,Isabell86,Hackett68,,Beer512,M,white,nonhispanic,F,Newton  Massachusetts  US,554 Feeney Spur Suite 19,Belchertown,Massachusetts,Hampshire County,25015,01007,42.3129189200756,-72.40367584414064,496503.55,2629961.99,141766
7bf7c5e0-0cc1-2b5c-a99e-7d1342559616,1915-10-14,,999-85-3711,S99949378,X41310421X,Ms.,Latesha830,Jene106,Gottlieb798,,,S,white,nonhispanic,F,Natick  Massachusetts  US,654 Stroman Camp Apt 81,Belchertown,Massachusetts,Hampshire County,25015,01007,42.2456506764169,-72.3965263031622,90869.83,1389906.17,141766
b6b44a4c-2249-c5db-f53d-16351716b252,1955-10-18,,999-80-8141,S99949341,X83225138X,Mrs.,Pinkie318,Coretta598,Ortiz186,,Boyer713,D,white,nonhispanic,F,Boston  Massachusetts  US,168 Kertzmann Ramp Unit 35,Carver,Massachusetts,Plymouth County,,00000,41.87217019976997,-70.71799816721506,385150.41,996732.43,146634
83e71fe0-40cd-1dc2-4f49-2dabfc5fc12a,1920-09-03,1992-07-08,999-28-2244,S99960168,X62959689X,Mr.,Isreal8,,Connelly992,,,S,white,nonhispanic,M,Boston  Massachusetts  US,199 Reichel Burg,Stoughton,Massachusetts,Norfolk County,,00000,42.12801707916776,-71.06111326610234,251044.69,700985.64,147013
a1cf602e-0cdb-76ed-e828-b72789c387ed,1920-09-03,1984-07-30,999-23-4912,S99915448,X84665948X,Mr.,Demarcus108,Spencer878,Schaefer657,,,M,white,nonhispanic,M,Shirley  Massachusetts  US,820 Bosco Crossroad Apt 31,Stoughton,Massachusetts,Norfolk County,,00000,42.164605329258116,-71.11579931374216,176804.74,181028.09,147013
f5868638-ac03-8e48-7236-26940aa7ee6b,1920-09-03,1986-08-20,999-32-5966,S99925223,X64675185X,Mr.,Justin359,Cristopher265,Lesch175,,,M,white,nonhispanic,M,Lancaster  Massachusetts  US,530 Watsica Neck,Stoughton,Massachusetts,Norfolk County,,00000,42.1000758342521,-71.09791799289104,180384.07,120566.86,147013
3781b5bc-36a8-63ed-abc7-26f3504ddf78,1920-09-03,1973-07-25,999-61-7304,S99970452,X22656478X,Mr.,Clemente531,Fabian647,Lemke654,,,D,white,nonhispanic,M,Wilmington  Massachusetts  US,953 Koch Boulevard Apt 8,Stoughton,Massachusetts,Norfolk County,,00000,42.13999094590955,-71.14166099996265,75134.76,10297.75,147013
2087333e-a891-6d30-2e5e-1c4357160d7e,1920-09-03,1993-06-14,999-34-9501,S99960139,X62619051X,Mr.,Dante562,Valentine262,Cartwright189,,,W,white,nonhispanic,M,Amesbury  Massachusetts  US,1069 Mante Viaduct Apt 21,Stoughton,Massachusetts,Norfolk County,,00000,42.132004217094675,-71.11966184404147,130327.51,1705127.37,147013
7834016f-0e4c-4bca-ed57-a1a2cdaa8a43,1939-09-24,2025-03-10,999-11-7508,S99929445,X63366700X,Mr.,Eusebio566,,Nader710,,,S,white,nonhispanic,M,Milton  Massachusetts  US,197 Weissnat Common,Stoughton,Massachusetts,Norfolk County,,00000,42.12491390781499,-71.10240427558809,245282.55,1298233.96,147013
5b792db5-1ae1-6e6a-68a1-3aac9eeb5887,1939-09-24,,999-60-8407,S99990130,X49766339X,Mr.,Davis923,Randall756,Veum823,,,S,white,nonhispanic,M,Agawam  Massachusetts  US,370 Armstrong Avenue,Stoughton,Massachusetts,Norfolk County,,00000,42.1399805123906,-71.14897322893472,184325.28,167226.39,147013
